pair_uid,track,matched_set_id,parent_pair_uid,review_label,seller_uid_left,seller_uid_right,split_name,component_id,fold,evidence_type,silver_train_only,training_sample_weight,seed,variant_index,transform,synthetic_train_only,benchmark_eligible,independent_real_sample,fabricated_identifier_count,fabricated_market_or_provenance
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_000/negative/v00,silver_sensitivity,silver_sensitivity_matched_000,market_item.xlsx|中文暗网交易市场|seller_raw:494256||market_item.xlsx|茶马古道|seller_raw:/shop/433651,negative,market_item.xlsx|中文暗网交易市场|seller_raw:494256,market_item.xlsx|茶马古道|seller_raw:/shop/433651,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,template_clone_not_controller,1,0.060000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_000/positive/v00,silver_sensitivity,silver_sensitivity_matched_000,market_item.xlsx|中文暗网交易市场|seller_raw:54210||market_item.xlsx|茶马古道|seller_raw:/shop/400997,positive,market_item.xlsx|中文暗网交易市场|seller_raw:54210,market_item.xlsx|茶马古道|seller_raw:/shop/400997,train,zh_target_strict_cc_f7f70f2184be4bbd,0,same_controller_direct_identifier,1,0.275000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_001/negative/v00,silver_sensitivity,silver_sensitivity_matched_001,market_item.xlsx|中文暗网交易市场|seller_raw:36073||market_item.xlsx|茶马古道|seller_raw:/shop/6101,negative,market_item.xlsx|中文暗网交易市场|seller_raw:36073,market_item.xlsx|茶马古道|seller_raw:/shop/6101,train,zh_target_strict_cc_50c6ef9245347923,3,template_clone_not_controller,1,0.060000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_001/positive/v00,silver_sensitivity,silver_sensitivity_matched_001,market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:157835,positive,market_item.xlsx|中文暗网交易市场|seller_raw:121394,market_item.xlsx|中文暗网交易市场|seller_raw:157835,train,zh_target_strict_cc_8d579273f8d400c6,3,same_controller_direct_identifier,1,0.275000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_002/negative/v00,silver_sensitivity,silver_sensitivity_matched_002,market_item.xlsx|中文暗网交易市场|seller_raw:603220||market_item.xlsx|茶马古道|seller_raw:/shop/396767,negative,market_item.xlsx|中文暗网交易市场|seller_raw:603220,market_item.xlsx|茶马古道|seller_raw:/shop/396767,train,zh_target_strict_cc_ccff1905755794ed,2,template_clone_not_controller,1,0.060000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_002/positive/v00,silver_sensitivity,silver_sensitivity_matched_002,market_item.xlsx|中文暗网交易市场|seller_raw:361068||market_item.xlsx|中文暗网交易市场|seller_raw:45068,positive,market_item.xlsx|中文暗网交易市场|seller_raw:361068,market_item.xlsx|中文暗网交易市场|seller_raw:45068,train,zh_target_strict_cc_540db623f3f9599c,2,same_controller_direct_identifier,1,0.275000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_003/negative/v00,silver_sensitivity,silver_sensitivity_matched_003,market_item.xlsx|中文暗网交易市场|seller_raw:546317||market_item.xlsx|茶马古道|seller_raw:/shop/404772,negative,market_item.xlsx|中文暗网交易市场|seller_raw:546317,market_item.xlsx|茶马古道|seller_raw:/shop/404772,train,zh_target_strict_cc_3b05f980bd46ca48,2,template_clone_not_controller,1,0.080000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_003/positive/v00,silver_sensitivity,silver_sensitivity_matched_003,market_item.xlsx|中文暗网交易市场|seller_raw:361068||market_item.xlsx|中文暗网交易市场|seller_raw:596304,positive,market_item.xlsx|中文暗网交易市场|seller_raw:361068,market_item.xlsx|中文暗网交易市场|seller_raw:596304,train,zh_target_strict_cc_540db623f3f9599c,2,same_controller_direct_identifier,1,0.275000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_004/negative/v00,silver_sensitivity,silver_sensitivity_matched_004,market_item.xlsx|中文暗网交易市场|seller_raw:593428||market_item.xlsx|茶马古道|seller_raw:/shop/433481,negative,market_item.xlsx|中文暗网交易市场|seller_raw:593428,market_item.xlsx|茶马古道|seller_raw:/shop/433481,train,zh_target_strict_cc_e01a2866bbaf02be,3,template_clone_not_controller,1,0.060000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260325/silver_sensitivity_matched_004/positive/v00,silver_sensitivity,silver_sensitivity_matched_004,market_item.xlsx|中文暗网交易市场|seller_raw:157835||market_item.xlsx|中文暗网交易市场|seller_raw:435064,positive,market_item.xlsx|中文暗网交易市场|seller_raw:157835,market_item.xlsx|中文暗网交易市场|seller_raw:435064,train,zh_target_strict_cc_8d579273f8d400c6,3,same_controller_direct_identifier,1,0.275000000000,20260325,0,equal_effective_weight_duplication,1,0,0,0,0
